Rule: {704} -> frozenset({825}), Confidence: 0.61
Rule: {704} -> frozenset({39}), Confidence: 0.62
Rule: {515} -> frozenset({283}), Confidence: 0.72
Rule: {458} -> frozenset({208}), Confidence: 0.71
Rule: {515} -> frozenset({217}), Confidence: 0.72
Rule: {458} -> frozenset({290}), Confidence: 0.70
Rule: {458} -> frozenset({888}), Confidence: 0.71
Rule: {819} -> frozenset({70}), Confidence: 0.63
Rule: {678} -> frozenset({471}), Confidence: 0.61
Rule: {819} -> frozenset({684}), Confidence: 0.64
Rule: {515} -> frozenset({346}), Confidence: 0.73
Rule: {819} -> frozenset({765}), Confidence: 0.63
Rule: {515} -> frozenset({33}), Confidence: 0.71
Rule: {793, 90} -> frozenset({120, 620}), Confidence: 0.84
Rule: {793, 620} -> frozenset({120, 90}), Confidence: 0.84
Rule: {90, 620} -> frozenset({120, 793}), Confidence: 0.79
Rule: {120, 793, 90} -> frozenset({620}), Confidence: 0.96
Rule: {120, 793, 620} -> frozenset({90}), Confidence: 0.96
Rule: {120, 90, 620} -> frozenset({793}), Confidence: 0.95
Rule: {793, 90, 620} -> frozenset({120}), Confidence: 0.94
Rule: {120, 90} -> frozenset({620, 510}), Confidence: 0.81
Rule: {120, 620} -> frozenset({90, 510}), Confidence: 0.83
Rule: {120, 510} -> frozenset({90, 620}), Confidence: 0.79
Rule: {90, 620} -> frozenset({120, 510}), Confidence: 0.77
Rule: {90, 510} -> frozenset({120, 620}), Confidence: 0.84
Rule: {620, 510} -> frozenset({120, 90}), Confidence: 0.84
Rule: {120, 90, 620} -> frozenset({510}), Confidence: 0.93
Rule: {120, 90, 510} -> frozenset({620}), Confidence: 0.95
Rule: {120, 620, 510} -> frozenset({90}), Confidence: 0.96
Rule: {90, 620, 510} -> frozenset({120}), Confidence: 0.94
Rule: {120, 90} -> frozenset({620, 309}), Confidence: 0.85
Rule: {120, 620} -> frozenset({90, 309}), Confidence: 0.87
Rule: {120, 309} -> frozenset({90, 620}), Confidence: 0.88
Rule: {90, 620} -> frozenset({120, 309}), Confidence: 0.81
Rule: {90, 309} -> frozenset({120, 620}), Confidence: 0.83
Rule: {620, 309} -> frozenset({120, 90}), Confidence: 0.88
Rule: {120, 90, 620} -> frozenset({309}), Confidence: 0.96
Rule: {120, 90, 309} -> frozenset({620}), Confidence: 0.95
Rule: {120, 620, 309} -> frozenset({90}), Confidence: 0.96
Rule: {90, 620, 309} -> frozenset({120}), Confidence: 0.94
Rule: {120, 793} -> frozenset({620, 510}), Confidence: 0.78
Rule: {120, 620} -> frozenset({793, 510}), Confidence: 0.83
Rule: {120, 510} -> frozenset({793, 620}), Confidence: 0.78
Rule: {793, 620} -> frozenset({120, 510}), Confidence: 0.82
Rule: {793, 510} -> frozenset({120, 620}), Confidence: 0.79
Rule: {620, 510} -> frozenset({120, 793}), Confidence: 0.83
Rule: {120, 793, 620} -> frozenset({510}), Confidence: 0.93
Rule: {120, 793, 510} -> frozenset({620}), Confidence: 0.96
Rule: {120, 620, 510} -> frozenset({793}), Confidence: 0.96
Rule: {793, 620, 510} -> frozenset({120}), Confidence: 0.93
Rule: {120, 793} -> frozenset({620, 309}), Confidence: 0.80
Rule: {120, 620} -> frozenset({793, 309}), Confidence: 0.86
Rule: {120, 309} -> frozenset({793, 620}), Confidence: 0.87
Rule: {793, 620} -> frozenset({120, 309}), Confidence: 0.85
Rule: {793, 309} -> frozenset({120, 620}), Confidence: 0.87
Rule: {620, 309} -> frozenset({120, 793}), Confidence: 0.88
Rule: {120, 793, 620} -> frozenset({309}), Confidence: 0.96
Rule: {120, 793, 309} -> frozenset({620}), Confidence: 0.96
Rule: {120, 620, 309} -> frozenset({793}), Confidence: 0.95
Rule: {793, 620, 309} -> frozenset({120}), Confidence: 0.94
Rule: {120, 793} -> frozenset({90, 510}), Confidence: 0.78
Rule: {120, 90} -> frozenset({793, 510}), Confidence: 0.81
Rule: {120, 510} -> frozenset({793, 90}), Confidence: 0.78
Rule: {793, 90} -> frozenset({120, 510}), Confidence: 0.82
Rule: {793, 510} -> frozenset({120, 90}), Confidence: 0.79
Rule: {90, 510} -> frozenset({120, 793}), Confidence: 0.83
Rule: {120, 793, 90} -> frozenset({510}), Confidence: 0.94
Rule: {120, 793, 510} -> frozenset({90}), Confidence: 0.96
Rule: {120, 90, 510} -> frozenset({793}), Confidence: 0.95
Rule: {793, 90, 510} -> frozenset({120}), Confidence: 0.94
Rule: {120, 793} -> frozenset({90, 309}), Confidence: 0.81
Rule: {120, 90} -> frozenset({793, 309}), Confidence: 0.84
Rule: {120, 309} -> frozenset({793, 90}), Confidence: 0.88
Rule: {793, 90} -> frozenset({120, 309}), Confidence: 0.85
Rule: {793, 309} -> frozenset({120, 90}), Confidence: 0.87
Rule: {90, 309} -> frozenset({120, 793}), Confidence: 0.82
Rule: {120, 793, 90} -> frozenset({309}), Confidence: 0.97
Rule: {120, 793, 309} -> frozenset({90}), Confidence: 0.96
Rule: {120, 90, 309} -> frozenset({793}), Confidence: 0.95
Rule: {793, 90, 309} -> frozenset({120}), Confidence: 0.94
Rule: {857, 21} -> frozenset({793, 413}), Confidence: 0.91
Rule: {857, 793} -> frozenset({21, 413}), Confidence: 0.90
Rule: {857, 413} -> frozenset({793, 21}), Confidence: 0.91
Rule: {793, 21} -> frozenset({857, 413}), Confidence: 0.87
Rule: {21, 413} -> frozenset({857, 793}), Confidence: 0.88
Rule: {793, 413} -> frozenset({857, 21}), Confidence: 0.87
Rule: {857, 21, 793} -> frozenset({413}), Confidence: 0.96
Rule: {857, 21, 413} -> frozenset({793}), Confidence: 0.97
Rule: {857, 413, 793} -> frozenset({21}), Confidence: 0.96
Rule: {793, 21, 413} -> frozenset({857}), Confidence: 0.95
Rule: {795, 571} -> frozenset({853, 623}), Confidence: 0.78
Rule: {571, 853} -> frozenset({795, 623}), Confidence: 0.83
Rule: {571, 623} -> frozenset({795, 853}), Confidence: 0.84
Rule: {795, 853} -> frozenset({571, 623}), Confidence: 0.81
Rule: {795, 623} -> frozenset({571, 853}), Confidence: 0.81
Rule: {853, 623} -> frozenset({795, 571}), Confidence: 0.83
Rule: {795, 571, 853} -> frozenset({623}), Confidence: 0.92
Rule: {795, 571, 623} -> frozenset({853}), Confidence: 0.93
Rule: {571, 853, 623} -> frozenset({795}), Confidence: 0.92
Rule: {795, 853, 623} -> frozenset({571}), Confidence: 0.91
Rule: {33, 346} -> frozenset({217, 283}), Confidence: 0.91
Rule: {33, 283} -> frozenset({217, 346}), Confidence: 0.91
Rule: {33, 217} -> frozenset({346, 283}), Confidence: 0.90
Rule: {346, 283} -> frozenset({33, 217}), Confidence: 0.84
Rule: {217, 283} -> frozenset({33, 346}), Confidence: 0.83
Rule: {33, 346, 283} -> frozenset({217}), Confidence: 0.96
Rule: {33, 346, 217} -> frozenset({283}), Confidence: 0.96
Rule: {33, 283, 217} -> frozenset({346}), Confidence: 0.97
Rule: {217, 346, 283} -> frozenset({33}), Confidence: 0.93
Rule: {515} -> frozenset({217, 346, 283}), Confidence: 0.66
Rule: {217, 515} -> frozenset({346, 283}), Confidence: 0.92
Rule: {346, 515} -> frozenset({217, 283}), Confidence: 0.91
Rule: {283, 515} -> frozenset({217, 346}), Confidence: 0.93
Rule: {217, 283} -> frozenset({346, 515}), Confidence: 0.83
Rule: {346, 283} -> frozenset({217, 515}), Confidence: 0.85
Rule: {217, 346, 515} -> frozenset({283}), Confidence: 0.96
Rule: {283, 217, 515} -> frozenset({346}), Confidence: 0.97
Rule: {283, 346, 515} -> frozenset({217}), Confidence: 0.96
Rule: {217, 346, 283} -> frozenset({515}), Confidence: 0.93
Rule: {515} -> frozenset({33, 283, 217}), Confidence: 0.65
Rule: {33, 515} -> frozenset({217, 283}), Confidence: 0.92
Rule: {283, 515} -> frozenset({33, 217}), Confidence: 0.90
Rule: {217, 515} -> frozenset({33, 283}), Confidence: 0.90
Rule: {33, 283} -> frozenset({217, 515}), Confidence: 0.89
Rule: {33, 217} -> frozenset({283, 515}), Confidence: 0.89
Rule: {217, 283} -> frozenset({33, 515}), Confidence: 0.82
Rule: {283, 33, 515} -> frozenset({217}), Confidence: 0.96
Rule: {33, 515, 217} -> frozenset({283}), Confidence: 0.96
Rule: {283, 217, 515} -> frozenset({33}), Confidence: 0.94
Rule: {33, 283, 217} -> frozenset({515}), Confidence: 0.95
Rule: {515} -> frozenset({33, 346, 283}), Confidence: 0.65
Rule: {33, 515} -> frozenset({346, 283}), Confidence: 0.93
Rule: {346, 515} -> frozenset({33, 283}), Confidence: 0.90
Rule: {283, 515} -> frozenset({33, 346}), Confidence: 0.91
Rule: {33, 346} -> frozenset({283, 515}), Confidence: 0.90
Rule: {33, 283} -> frozenset({346, 515}), Confidence: 0.90
Rule: {346, 283} -> frozenset({33, 515}), Confidence: 0.84
Rule: {33, 346, 515} -> frozenset({283}), Confidence: 0.96
Rule: {283, 33, 515} -> frozenset({346}), Confidence: 0.97
Rule: {283, 346, 515} -> frozenset({33}), Confidence: 0.95
Rule: {33, 346, 283} -> frozenset({515}), Confidence: 0.95
Rule: {793, 90} -> frozenset({620, 510}), Confidence: 0.83
Rule: {793, 620} -> frozenset({90, 510}), Confidence: 0.83
Rule: {793, 510} -> frozenset({90, 620}), Confidence: 0.81
Rule: {90, 620} -> frozenset({793, 510}), Confidence: 0.78
Rule: {90, 510} -> frozenset({793, 620}), Confidence: 0.85
Rule: {620, 510} -> frozenset({793, 90}), Confidence: 0.85
Rule: {793, 90, 620} -> frozenset({510}), Confidence: 0.93
Rule: {793, 90, 510} -> frozenset({620}), Confidence: 0.95
Rule: {793, 620, 510} -> frozenset({90}), Confidence: 0.95
Rule: {90, 620, 510} -> frozenset({793}), Confidence: 0.95
Rule: {793, 90} -> frozenset({620, 309}), Confidence: 0.86
Rule: {793, 620} -> frozenset({90, 309}), Confidence: 0.86
Rule: {793, 309} -> frozenset({90, 620}), Confidence: 0.88
Rule: {90, 620} -> frozenset({793, 309}), Confidence: 0.81
Rule: {90, 309} -> frozenset({793, 620}), Confidence: 0.83
Rule: {620, 309} -> frozenset({793, 90}), Confidence: 0.89
Rule: {793, 90, 620} -> frozenset({309}), Confidence: 0.96
Rule: {793, 90, 309} -> frozenset({620}), Confidence: 0.95
Rule: {793, 620, 309} -> frozenset({90}), Confidence: 0.96
Rule: {90, 620, 309} -> frozenset({793}), Confidence: 0.95
Rule: {392, 569} -> frozenset({461, 862}), Confidence: 0.82
Rule: {392, 461} -> frozenset({569, 862}), Confidence: 0.87
Rule: {569, 461} -> frozenset({392, 862}), Confidence: 0.87
Rule: {569, 862} -> frozenset({392, 461}), Confidence: 0.79
Rule: {461, 862} -> frozenset({392, 569}), Confidence: 0.85
Rule: {392, 569, 461} -> frozenset({862}), Confidence: 0.95
Rule: {392, 569, 862} -> frozenset({461}), Confidence: 0.92
Rule: {392, 461, 862} -> frozenset({569}), Confidence: 0.94
Rule: {569, 461, 862} -> frozenset({392}), Confidence: 0.95
Rule: {217, 546} -> frozenset({947, 923}), Confidence: 0.94
Rule: {217, 947} -> frozenset({546, 923}), Confidence: 0.79
Rule: {217, 923} -> frozenset({546, 947}), Confidence: 0.90
Rule: {546, 947} -> frozenset({217, 923}), Confidence: 0.93
Rule: {546, 923} -> frozenset({217, 947}), Confidence: 0.94
Rule: {947, 923} -> frozenset({217, 546}), Confidence: 0.66
Rule: {217, 546, 947} -> frozenset({923}), Confidence: 0.98
Rule: {217, 546, 923} -> frozenset({947}), Confidence: 0.98
Rule: {217, 947, 923} -> frozenset({546}), Confidence: 0.97
Rule: {546, 947, 923} -> frozenset({217}), Confidence: 0.97
Rule: {217, 546} -> frozenset({947, 661}), Confidence: 0.95
Rule: {217, 947} -> frozenset({546, 661}), Confidence: 0.80
Rule: {217, 661} -> frozenset({546, 947}), Confidence: 0.83
Rule: {546, 947} -> frozenset({217, 661}), Confidence: 0.94
Rule: {546, 661} -> frozenset({217, 947}), Confidence: 0.94
Rule: {947, 661} -> frozenset({217, 546}), Confidence: 0.90
Rule: {217, 546, 947} -> frozenset({661}), Confidence: 0.99
Rule: {217, 546, 661} -> frozenset({947}), Confidence: 0.98
Rule: {217, 947, 661} -> frozenset({546}), Confidence: 0.98
Rule: {546, 947, 661} -> frozenset({217}), Confidence: 0.97
Rule: {217, 947} -> frozenset({923, 661}), Confidence: 0.79
Rule: {217, 923} -> frozenset({947, 661}), Confidence: 0.91
Rule: {217, 661} -> frozenset({947, 923}), Confidence: 0.82
Rule: {947, 923} -> frozenset({217, 661}), Confidence: 0.66
Rule: {947, 661} -> frozenset({217, 923}), Confidence: 0.89
Rule: {923, 661} -> frozenset({217, 947}), Confidence: 0.91
Rule: {217, 947, 923} -> frozenset({661}), Confidence: 0.97
Rule: {217, 947, 661} -> frozenset({923}), Confidence: 0.97
Rule: {217, 923, 661} -> frozenset({947}), Confidence: 0.97
Rule: {947, 923, 661} -> frozenset({217}), Confidence: 0.96
Rule: {546, 947} -> frozenset({923, 661}), Confidence: 0.95
Rule: {546, 923} -> frozenset({947, 661}), Confidence: 0.96
Rule: {546, 661} -> frozenset({947, 923}), Confidence: 0.95
Rule: {947, 923} -> frozenset({546, 661}), Confidence: 0.67
Rule: {947, 661} -> frozenset({546, 923}), Confidence: 0.91
Rule: {923, 661} -> frozenset({546, 947}), Confidence: 0.93
Rule: {546, 947, 923} -> frozenset({661}), Confidence: 0.99
Rule: {546, 947, 661} -> frozenset({923}), Confidence: 0.98
Rule: {546, 923, 661} -> frozenset({947}), Confidence: 0.98
Rule: {947, 923, 661} -> frozenset({546}), Confidence: 0.98
Rule: {960, 185} -> frozenset({678, 471}), Confidence: 0.96
Rule: {960, 678} -> frozenset({185, 471}), Confidence: 0.97
Rule: {960, 471} -> frozenset({185, 678}), Confidence: 0.69
Rule: {185, 678} -> frozenset({960, 471}), Confidence: 0.98
Rule: {185, 471} -> frozenset({960, 678}), Confidence: 0.95
Rule: {678, 471} -> frozenset({960, 185}), Confidence: 0.80
Rule: {960, 185, 678} -> frozenset({471}), Confidence: 0.99
Rule: {960, 185, 471} -> frozenset({678}), Confidence: 0.99
Rule: {960, 678, 471} -> frozenset({185}), Confidence: 0.98
Rule: {185, 678, 471} -> frozenset({960}), Confidence: 0.99
Rule: {579, 803} -> frozenset({411, 350}), Confidence: 0.86
Rule: {803, 411} -> frozenset({579, 350}), Confidence: 0.65
Rule: {803, 350} -> frozenset({579, 411}), Confidence: 0.84
Rule: {579, 411} -> frozenset({803, 350}), Confidence: 0.87
Rule: {579, 350} -> frozenset({803, 411}), Confidence: 0.85
Rule: {411, 350} -> frozenset({579, 803}), Confidence: 0.86
Rule: {579, 803, 411} -> frozenset({350}), Confidence: 0.93
Rule: {579, 803, 350} -> frozenset({411}), Confidence: 0.95
Rule: {803, 411, 350} -> frozenset({579}), Confidence: 0.93
Rule: {579, 411, 350} -> frozenset({803}), Confidence: 0.95
Rule: {579, 803} -> frozenset({572, 350}), Confidence: 0.85
Rule: {803, 572} -> frozenset({579, 350}), Confidence: 0.87
Rule: {803, 350} -> frozenset({579, 572}), Confidence: 0.83
Rule: {579, 572} -> frozenset({803, 350}), Confidence: 0.88
Rule: {579, 350} -> frozenset({803, 572}), Confidence: 0.84
Rule: {572, 350} -> frozenset({579, 803}), Confidence: 0.86
Rule: {579, 803, 572} -> frozenset({350}), Confidence: 0.94
Rule: {579, 803, 350} -> frozenset({572}), Confidence: 0.93
Rule: {803, 572, 350} -> frozenset({579}), Confidence: 0.94
Rule: {579, 572, 350} -> frozenset({803}), Confidence: 0.95
Rule: {579, 411} -> frozenset({572, 350}), Confidence: 0.86
Rule: {579, 350} -> frozenset({411, 572}), Confidence: 0.84
Rule: {579, 572} -> frozenset({411, 350}), Confidence: 0.88
Rule: {411, 350} -> frozenset({579, 572}), Confidence: 0.85
Rule: {411, 572} -> frozenset({579, 350}), Confidence: 0.87
Rule: {572, 350} -> frozenset({579, 411}), Confidence: 0.86
Rule: {579, 411, 350} -> frozenset({572}), Confidence: 0.94
Rule: {579, 411, 572} -> frozenset({350}), Confidence: 0.94
Rule: {579, 572, 350} -> frozenset({411}), Confidence: 0.95
Rule: {411, 572, 350} -> frozenset({579}), Confidence: 0.94
Rule: {803, 411} -> frozenset({572, 350}), Confidence: 0.65
Rule: {803, 350} -> frozenset({411, 572}), Confidence: 0.84
Rule: {803, 572} -> frozenset({411, 350}), Confidence: 0.89
Rule: {411, 350} -> frozenset({803, 572}), Confidence: 0.86
Rule: {411, 572} -> frozenset({803, 350}), Confidence: 0.88
Rule: {572, 350} -> frozenset({803, 411}), Confidence: 0.87
Rule: {803, 411, 350} -> frozenset({572}), Confidence: 0.93
Rule: {803, 411, 572} -> frozenset({350}), Confidence: 0.94
Rule: {803, 572, 350} -> frozenset({411}), Confidence: 0.95
Rule: {411, 572, 350} -> frozenset({803}), Confidence: 0.95
Rule: {722, 12} -> frozenset({227, 390}), Confidence: 0.78
Rule: {227, 12} -> frozenset({722, 390}), Confidence: 0.88
Rule: {12, 390} -> frozenset({722, 227}), Confidence: 0.84
Rule: {722, 227, 12} -> frozenset({390}), Confidence: 0.95
Rule: {722, 227, 390} -> frozenset({12}), Confidence: 0.64
Rule: {722, 12, 390} -> frozenset({227}), Confidence: 0.92
Rule: {227, 12, 390} -> frozenset({722}), Confidence: 0.95
Rule: {192, 935} -> frozenset({888, 487}), Confidence: 0.64
Rule: {192, 888} -> frozenset({487, 935}), Confidence: 0.93
Rule: {192, 487} -> frozenset({888, 935}), Confidence: 0.96
Rule: {888, 935} -> frozenset({192, 487}), Confidence: 0.93
Rule: {487, 935} -> frozenset({192, 888}), Confidence: 0.95
Rule: {888, 487} -> frozenset({192, 935}), Confidence: 0.89
Rule: {192, 888, 935} -> frozenset({487}), Confidence: 0.98
Rule: {192, 487, 935} -> frozenset({888}), Confidence: 0.99
Rule: {192, 888, 487} -> frozenset({935}), Confidence: 1.00
Rule: {888, 487, 935} -> frozenset({192}), Confidence: 1.00
Rule: {192, 888} -> frozenset({638, 487}), Confidence: 0.93
Rule: {192, 638} -> frozenset({888, 487}), Confidence: 0.94
Rule: {192, 487} -> frozenset({888, 638}), Confidence: 0.96
Rule: {888, 638} -> frozenset({192, 487}), Confidence: 0.94
Rule: {888, 487} -> frozenset({192, 638}), Confidence: 0.89
Rule: {638, 487} -> frozenset({192, 888}), Confidence: 0.95
Rule: {192, 888, 638} -> frozenset({487}), Confidence: 1.00
Rule: {192, 888, 487} -> frozenset({638}), Confidence: 1.00
Rule: {192, 638, 487} -> frozenset({888}), Confidence: 1.00
Rule: {888, 638, 487} -> frozenset({192}), Confidence: 1.00
Rule: {192, 888} -> frozenset({638, 935}), Confidence: 0.93
Rule: {192, 638} -> frozenset({888, 935}), Confidence: 0.94
Rule: {192, 935} -> frozenset({888, 638}), Confidence: 0.64
Rule: {888, 638} -> frozenset({192, 935}), Confidence: 0.94
Rule: {888, 935} -> frozenset({192, 638}), Confidence: 0.93
Rule: {638, 935} -> frozenset({192, 888}), Confidence: 0.96
Rule: {192, 888, 638} -> frozenset({935}), Confidence: 1.00
Rule: {192, 888, 935} -> frozenset({638}), Confidence: 0.98
Rule: {192, 638, 935} -> frozenset({888}), Confidence: 0.98
Rule: {888, 638, 935} -> frozenset({192}), Confidence: 1.00
Rule: {192, 487} -> frozenset({638, 935}), Confidence: 0.96
Rule: {192, 638} -> frozenset({935, 487}), Confidence: 0.94
Rule: {192, 935} -> frozenset({638, 487}), Confidence: 0.64
Rule: {638, 487} -> frozenset({192, 935}), Confidence: 0.95
Rule: {935, 487} -> frozenset({192, 638}), Confidence: 0.95
Rule: {638, 935} -> frozenset({192, 487}), Confidence: 0.96
Rule: {192, 638, 487} -> frozenset({935}), Confidence: 1.00
Rule: {192, 935, 487} -> frozenset({638}), Confidence: 0.99
Rule: {192, 638, 935} -> frozenset({487}), Confidence: 0.98
Rule: {935, 638, 487} -> frozenset({192}), Confidence: 1.00
Rule: {458} -> frozenset({208, 290, 888}), Confidence: 0.64
Rule: {208, 458} -> frozenset({888, 290}), Confidence: 0.90
Rule: {208, 290} -> frozenset({888, 458}), Confidence: 0.90
Rule: {208, 888} -> frozenset({458, 290}), Confidence: 0.87
Rule: {458, 290} -> frozenset({208, 888}), Confidence: 0.92
Rule: {888, 458} -> frozenset({208, 290}), Confidence: 0.90
Rule: {888, 290} -> frozenset({208, 458}), Confidence: 0.87
Rule: {208, 458, 290} -> frozenset({888}), Confidence: 0.96
Rule: {208, 458, 888} -> frozenset({290}), Confidence: 0.95
Rule: {208, 290, 888} -> frozenset({458}), Confidence: 0.94
Rule: {888, 458, 290} -> frozenset({208}), Confidence: 0.96
Rule: {515} -> frozenset({33, 346, 217}), Confidence: 0.66
Rule: {33, 346} -> frozenset({217, 515}), Confidence: 0.91
Rule: {33, 515} -> frozenset({217, 346}), Confidence: 0.93
Rule: {33, 217} -> frozenset({346, 515}), Confidence: 0.90
Rule: {346, 515} -> frozenset({33, 217}), Confidence: 0.90
Rule: {217, 515} -> frozenset({33, 346}), Confidence: 0.91
Rule: {33, 346, 515} -> frozenset({217}), Confidence: 0.96
Rule: {33, 346, 217} -> frozenset({515}), Confidence: 0.95
Rule: {33, 515, 217} -> frozenset({346}), Confidence: 0.97
Rule: {217, 346, 515} -> frozenset({33}), Confidence: 0.94
Rule: {217, 546} -> frozenset({923, 661}), Confidence: 0.95
Rule: {217, 923} -> frozenset({546, 661}), Confidence: 0.91
Rule: {217, 661} -> frozenset({546, 923}), Confidence: 0.82
Rule: {546, 923} -> frozenset({217, 661}), Confidence: 0.95
Rule: {546, 661} -> frozenset({217, 923}), Confidence: 0.94
Rule: {923, 661} -> frozenset({217, 546}), Confidence: 0.92
Rule: {217, 546, 923} -> frozenset({661}), Confidence: 0.99
Rule: {217, 546, 661} -> frozenset({923}), Confidence: 0.98
Rule: {217, 923, 661} -> frozenset({546}), Confidence: 0.98
Rule: {546, 923, 661} -> frozenset({217}), Confidence: 0.96
Rule: {944, 105} -> frozenset({862, 494}), Confidence: 0.81
Rule: {944, 494} -> frozenset({105, 862}), Confidence: 0.78
Rule: {944, 862} -> frozenset({105, 494}), Confidence: 0.77
Rule: {105, 494} -> frozenset({944, 862}), Confidence: 0.82
Rule: {105, 862} -> frozenset({944, 494}), Confidence: 0.82
Rule: {862, 494} -> frozenset({944, 105}), Confidence: 0.70
Rule: {944, 105, 494} -> frozenset({862}), Confidence: 0.91
Rule: {944, 105, 862} -> frozenset({494}), Confidence: 0.91
Rule: {944, 862, 494} -> frozenset({105}), Confidence: 0.92
Rule: {105, 494, 862} -> frozenset({944}), Confidence: 0.92
Rule: {944, 815} -> frozenset({862, 494}), Confidence: 0.80
Rule: {944, 862} -> frozenset({494, 815}), Confidence: 0.76
Rule: {944, 494} -> frozenset({862, 815}), Confidence: 0.77
Rule: {862, 815} -> frozenset({944, 494}), Confidence: 0.82
Rule: {494, 815} -> frozenset({944, 862}), Confidence: 0.80
Rule: {862, 494} -> frozenset({944, 815}), Confidence: 0.70
Rule: {944, 862, 815} -> frozenset({494}), Confidence: 0.91
Rule: {944, 494, 815} -> frozenset({862}), Confidence: 0.91
Rule: {944, 862, 494} -> frozenset({815}), Confidence: 0.91
Rule: {494, 862, 815} -> frozenset({944}), Confidence: 0.92
Rule: {944, 105} -> frozenset({862, 815}), Confidence: 0.81
Rule: {944, 862} -> frozenset({105, 815}), Confidence: 0.77
Rule: {944, 815} -> frozenset({105, 862}), Confidence: 0.81
Rule: {105, 862} -> frozenset({944, 815}), Confidence: 0.83
Rule: {105, 815} -> frozenset({944, 862}), Confidence: 0.83
Rule: {862, 815} -> frozenset({944, 105}), Confidence: 0.83
Rule: {944, 105, 862} -> frozenset({815}), Confidence: 0.91
Rule: {944, 105, 815} -> frozenset({862}), Confidence: 0.90
Rule: {944, 862, 815} -> frozenset({105}), Confidence: 0.92
Rule: {105, 862, 815} -> frozenset({944}), Confidence: 0.93
Rule: {105, 862} -> frozenset({494, 815}), Confidence: 0.81
Rule: {105, 494} -> frozenset({862, 815}), Confidence: 0.80
Rule: {105, 815} -> frozenset({862, 494}), Confidence: 0.81
Rule: {862, 494} -> frozenset({105, 815}), Confidence: 0.69
Rule: {862, 815} -> frozenset({105, 494}), Confidence: 0.81
Rule: {494, 815} -> frozenset({105, 862}), Confidence: 0.80
Rule: {105, 862, 494} -> frozenset({815}), Confidence: 0.91
Rule: {105, 862, 815} -> frozenset({494}), Confidence: 0.91
Rule: {105, 494, 815} -> frozenset({862}), Confidence: 0.91
Rule: {815, 862, 494} -> frozenset({105}), Confidence: 0.92
Rule: {579, 803} -> frozenset({411, 572}), Confidence: 0.86
Rule: {803, 411} -> frozenset({579, 572}), Confidence: 0.65
Rule: {803, 572} -> frozenset({579, 411}), Confidence: 0.88
Rule: {579, 411} -> frozenset({803, 572}), Confidence: 0.86
Rule: {579, 572} -> frozenset({803, 411}), Confidence: 0.89
Rule: {411, 572} -> frozenset({579, 803}), Confidence: 0.87
Rule: {579, 803, 411} -> frozenset({572}), Confidence: 0.93
Rule: {579, 803, 572} -> frozenset({411}), Confidence: 0.95
Rule: {803, 411, 572} -> frozenset({579}), Confidence: 0.94
Rule: {579, 411, 572} -> frozenset({803}), Confidence: 0.95
Rule: {944, 105} -> frozenset({494, 815}), Confidence: 0.82
Rule: {944, 494} -> frozenset({105, 815}), Confidence: 0.78
Rule: {944, 815} -> frozenset({105, 494}), Confidence: 0.82
Rule: {105, 494} -> frozenset({944, 815}), Confidence: 0.82
Rule: {105, 815} -> frozenset({944, 494}), Confidence: 0.83
Rule: {494, 815} -> frozenset({944, 105}), Confidence: 0.82
Rule: {944, 105, 494} -> frozenset({815}), Confidence: 0.92
Rule: {944, 105, 815} -> frozenset({494}), Confidence: 0.90
Rule: {944, 494, 815} -> frozenset({105}), Confidence: 0.93
Rule: {105, 494, 815} -> frozenset({944}), Confidence: 0.93
Rule: {888, 487} -> frozenset({638, 935}), Confidence: 0.89
Rule: {888, 638} -> frozenset({935, 487}), Confidence: 0.94
Rule: {888, 935} -> frozenset({638, 487}), Confidence: 0.93
Rule: {638, 487} -> frozenset({888, 935}), Confidence: 0.95
Rule: {935, 487} -> frozenset({888, 638}), Confidence: 0.95
Rule: {638, 935} -> frozenset({888, 487}), Confidence: 0.96
Rule: {888, 638, 487} -> frozenset({935}), Confidence: 1.00
Rule: {888, 935, 487} -> frozenset({638}), Confidence: 1.00
Rule: {888, 638, 935} -> frozenset({487}), Confidence: 1.00
Rule: {935, 638, 487} -> frozenset({888}), Confidence: 1.00
Rule: {819, 684} -> frozenset({765, 70}), Confidence: 0.79
Rule: {819, 765} -> frozenset({684, 70}), Confidence: 0.80
Rule: {819, 70} -> frozenset({684, 765}), Confidence: 0.79
Rule: {684, 765} -> frozenset({819, 70}), Confidence: 0.78
Rule: {684, 70} -> frozenset({819, 765}), Confidence: 0.73
Rule: {765, 70} -> frozenset({819, 684}), Confidence: 0.80
Rule: {819, 684, 765} -> frozenset({70}), Confidence: 0.90
Rule: {819, 684, 70} -> frozenset({765}), Confidence: 0.90
Rule: {819, 765, 70} -> frozenset({684}), Confidence: 0.90
Rule: {684, 765, 70} -> frozenset({819}), Confidence: 0.91
Rule: {57, 362} -> frozenset({21, 918}), Confidence: 0.81
Rule: {57, 21} -> frozenset({362, 918}), Confidence: 0.66
Rule: {57, 918} -> frozenset({362, 21}), Confidence: 0.86
Rule: {362, 21} -> frozenset({57, 918}), Confidence: 0.83
Rule: {362, 918} -> frozenset({57, 21}), Confidence: 0.82
Rule: {21, 918} -> frozenset({57, 362}), Confidence: 0.85
Rule: {57, 362, 21} -> frozenset({918}), Confidence: 0.96
Rule: {57, 362, 918} -> frozenset({21}), Confidence: 0.95
